en,te
It's not serious.,ఇది తీవ్రంగా లేదు.
great movie,గొప్ప సినిమా
Hindi language is known as Hindustan ki Bhasha.,హిందీ భాషను హిందుస్థాన్ కి భాష అంటారు.
I can't find Tom anywhere.,నేను టామ్‌ను ఎక్కడా కనుగొనలేను.
I don't think that Tom was busy yesterday.,నేను టామ్ నిన్న బిజీగా ఉన్నట్లు అనుకోను.
How's your day going?,నీ రోజు ఎలా గడుస్తోంది?
"If he's still alive, he'd be very old by now.","అతను ఇంకా బతికే ఉంటే, అతను ఇప్పుడు చాలా వయస్సులో ఉంటాడు."
Tom has never driven a car before.,టామ్ ఇంతకు ముందు కారును ఎప్పుడూ డ్రైవ్ చేయలేదు.
We have a complete set of the recordings of Beethoven's symphonies.,బీతొవెన్ యొక్క సింఫొనీల రికార్డింగ్‌ల పూర్తి సెట్ మాకు ఉంది.
Summer has just begun.,వేసవి ఇప్పుడే ప్రారంభమైంది.
I'm glad to hear you're better.,మీరు బాగున్నారని వినడానికి నేను సంతోషిస్తున్నాను.
"Odd, isn't it? We should have already arrived.","బేసి, కాదా?"
There's not enough time to eat now.,ఇప్పుడు తినడానికి తగినంత సమయం లేదు.
Tom is loyal to his wife.,టోమ్ తన భార్యకు నమ్మకమైనవాడు.
What is your greatest strength?,మీ గొప్ప బలము ఏమిటి?
I didn't think Tom was going to be here.,టోమ్ ఇక్కడ ఉంటాడని నేను అనుకోలేదు.
The result will satisfy him.,ఫలితం అతనికి సంతృప్తి కలుగుతుంది.
They don't understand me when I speak German.,నేను జర్మన్ మాట్లాడేటప్పుడు వారు నన్ను అర్థం చేసుకోరు.
Let's not start a fight.,పోరాటం ప్రారంభిద్దాం.
What's your son's name?,మీ కొడుకు పేరు ఏమిటి?
Can you translate this manuscript from French to English?,మీరు ఈ మాన్యుస్క్రిప్ట్‌ను ఫ్రెంచ్ నుండి ఇంగ్లీషులోకి అనువదించగలరా?
Tom flew to Boston today.,టామ్ ఈ రోజు బోస్టన్‌కు వెళ్లాడు.
Maybe I shouldn't have done that.,బహుశా నేను చేయకూడదు.
He has a Toyota.,అతను ఒక టయోటా ఉంది.
They'll do what I tell them to do.,నేను చేయమని చెప్పినట్లు వారు చేస్తారు.
Tom told me I shouldn't talk to you.,నేను మీతో మాట్లాడకూడదని టామ్ చెప్పాడు.
Questions and answers,ప్రశ్నలు మరియు సమాధానాలు
a famous speech,"""ప్రభువు అన్ని జనములతో మాటలాడును"" అని బైబిలు చెప్తుంది."
Not a sound was heard.,శబ్దం వినబడలేదు.
Tom looked out the window and saw Mary.,టామ్ విండో నుండి చూశాడు మరియు మేరీని చూశాడు.
Tom's unstoppable.,టామ్ యొక్క ఆపుకోలేనిది.
I want you to take me to Tom.,మీరు నన్ను టోమ్ దగ్గరకు తీసుకెళ్లండి.
girl,అమ్మాయి
Tom is on Mary's side.,టోమ్ మేరీ వైపు ఉన్నాడు.
Are you going or not?,మీరు వెళ్తున్నారు లేదా కాదు?
I haven't accomplished anything yet.,నేను ఇంకా ఏమీ సాధించలేదు.
King loves forestation.,రాజు అడవులు ప్రేమిస్తున్న.
Tom is a much better singer than I am.,టామ్ నాకన్నా మంచి గాయకుడు.
What's the fastest way to get to the airport?,విమానాశ్రయానికి చేరుకోవడానికి వేగవంతమైన మార్గం ఏమిటి?
Tom married a girl much younger than himself.,టామ్ తనకన్నా చాలా చిన్న అమ్మాయిని వివాహం చేసుకున్నాడు.
Tom couldn't wait until the weekend.,టోమ్ వారాంతం వరకు వేచి ఉండలేడు.
You two may leave.,మీరిద్దరూ వెళ్ళవచ్చు.
Tom said he couldn't walk.,టామ్ తాను నడవలేనని చెప్పాడు.
I haven't accomplished anything yet.,నేను ఇంకా ఏమీ సాధించలేదు.
I need to know who Tom is.,నేను టోమ్ ఎవరు తెలుసుకోవాలి.
You're welcome to any book in my library.,నా లైబ్రరీలోని ఏదైనా పుస్తకానికి మీకు స్వాగతం.
Sold,అమ్ముడైంది
Who taught Tom how to speak French?,టోమ్ ఫ్రెంచ్ మాట్లాడటం ఎలా నేర్చుకున్నాడు?
Is your car black?,మీ కారు నల్లగా ఉందా?
"Tom is thirteen, but he still believes in Santa.","టామ్ పదమూడు సంవత్సరాలు, కానీ అతను ఇప్పటికీ శాంటాను నమ్ముతాడు."
The Normans conquered England in 1066.,1066లో నార్మన్లు ఇంగ్లాండ్ను జయించారు.
They were silent.,వారు మౌనంగా ఉన్నారు.
Tom swam with the dolphins.,టామ్ డాల్ఫిన్లతో ఈదుకున్నాడు.
The owl gave a loud screech.,ఈ పావురం పెద్ద శబ్దం చేసింది.
This dish is too spicy.,ఈ వంటకం చాలా కారంగా ఉంటుంది.
It's always darkest before the dawn.,ఇది ఎల్లప్పుడూ ఉదయం ముందు చీకటి.
RRR is an epic action drama movie.,RRR ఒక పురాణ యాక్షన్ డ్రామా చిత్రం.
Can you imagine what life would be like without television?,టెలివిజన్ లేకుండా జీవితం ఎలా ఉంటుందో మీరు Can హించగలరా?
I do not have to study Japanese.,నేను జపనీస్ అధ్యయనం చేయవలసిన అవసరం లేదు.
I was really depressed.,నేను నిజంగా నిరాశకు గురయ్యాను.
Nobody complained.,ఎవరూ ఫిర్యాదు చేయలేదు.
I expect a detailed report.,నేను వివరణాత్మక నివేదిక కోసం ఆశిస్తున్నాను.
Tom was stupid enough to challenge Mary to a game of chess.,"టోమ్ ఒక మూర్ఖుడు, మేరీని ఒక చెక్ గేమ్కు సవాలు చేశాడు."
Tom didn't need to explain it to me.,టోమ్ నాకు దానిని వివరించాల్సిన అవసరం లేదు.
The lighting blinded me for a while.,నేను ఒక క్షణం కోసం కాంతితో నా కళ్ళు మూసివేసింది.
Please don't tell anyone I did that.,నేను చేసిన ఎవరికీ చెప్పవద్దు.
Tom asked me for my phone number.,టోమ్ నా ఫోన్ నంబర్ కోరాడు.
Easy language telugu,అతి సులువైన భాష తెలుగు
Tom locked his doors.,టామ్ తన తలుపులు లాక్ చేశాడు.
My grandfather has gray hair.,నా తాత గ్రే జుట్టు ఉంది.
Why do you think Tom wanted me to do that?,టామ్ నన్ను అలా చేయాలని ఎందుకు అనుకున్నాడు?
I was really depressed.,నేను నిజంగా నిరాశపడ్డాను.
Is it cheaper to call after nine?,తొమ్మిది తర్వాత కాల్ చేయడం చౌకైనదా?
Why pay when you can get it for free?,మీరు ఉచితంగా పొందవచ్చు ఉన్నప్పుడు ఎందుకు చెల్లించాలి?
Tom is a hot-blooded individual.,టామ్ ఒక వేడి రక్తం మనిషి.
School was cancelled because of the snow.,మంచు కారణంగా పాఠశాల రద్దు చేయబడింది.
You did your job well.,మీరు మీ ఉద్యోగం బాగా చేసారు.
Do you have a birthmark?,మీరు ఒక పుట్టిన గుర్తు కలిగి?
I don't think that it means anything.,ఇది ఏదైనా అర్థం అని నేను అనుకోను.
I must buy a new pair of shoes.,నేను తప్పనిసరిగా కొత్త జత బూట్లు కొనాలి.
Maybe I shouldn't have done that.,బహుశా నేను అలా చేయకూడదు.
I think that it's time for us to tell Tom the truth.,టామ్‌కు నిజం చెప్పే సమయం ఆసన్నమైందని నేను భావిస్తున్నాను.
We've been helping Tom.,మేము టామ్కు సహాయం చేస్తున్నాము.
You're turning red.,మీరు ఎరుపు రంగులోకి మారుతున్నారు.
Tom is the youngest of my three children.,టోమ్ నా ముగ్గురు పిల్లలలో చిన్నవాడు.
Why do you think Tom wanted me to do that?,నేను అలా ఎందుకు చేస్తానని టామ్ అనుకున్నాడు?
I don't feel like working today.,నేను పని అనుకుంటున్నారా లేదు నేడు.
You're not like everyone else.,మీరు ఇతరులు వంటి కాదు.
I use Google almost every day.,నేను దాదాపు ప్రతిరోజూ గూగుల్‌ని ఉపయోగిస్తాను.
He didn't get caught.,అతను పట్టుకోబడలేదు.
I have had quite enough of his jokes.,నేను అతని గురించి చాలా జోకులు ఉన్నాయి.
Has Tom officially retired?,టామ్ అధికారికంగా పదవీ విరమణ చేసారా?
I'll dream about you.,నేను మీ గురించి కలలు కంటున్నాను.
Is it cheaper to call after nine?,తొమ్మిది తర్వాత కాల్ చేయడం చౌకగా ఉందా?
She left the room without saying a word.,ఆమె ఒక పదం చెప్పకుండా గదిని విడిచిపెట్టింది.
Where did you get all this stuff?,మీరు ఈ అన్ని నుండి వచ్చింది?
I don't support his ideas.,నేను అతని ఆలోచనలకు మద్దతు ఇవ్వను.
I've been to the dentist's.,నేను దంతవైద్యుని వద్దకు వెళ్లాను.
Everything,అంతా(ప్రతిదీ)
Am I making myself clear?,నేను ఏమీ చెప్పను.
We should wait for Tom.,మేము టామ్ కోసం వేచి ఉండాలి.
Tom swam with the dolphins.,టోమ్ డాల్ఫిన్లతో కలిసి ఈత కొట్టాడు.
It just won't work.,ఇది పని లేదు.
I think I can come over this afternoon.,నేను ఈ మధ్యాహ్నం రావచ్చు అనుకుంటున్నాను.
Tom didn't know what Mary needed to do.,మేరీ ఏం చేయబోతోందో టామ్కు తెలియదు.
I just don't think I'm successful enough.,నేను తగినంత విజయవంతమయ్యానని నేను అనుకోను.
boy,అబ్బాయి
I don't have a Twitter account.,నాకు ట్విట్టర్ ఖాతా లేదు.
The police went over every inch of this place.,పోలీసులు ఈ స్థలం యొక్క ప్రతి అంగుళం మీదుగా వెళ్లారు.
Tom cut his sister a piece of cake.,టామ్ తన సోదరికి కేక్ ముక్కను కత్తిరించాడు.
Does Tom really have a girlfriend?,టామ్కు నిజంగా స్నేహితురాలు ఉందా?
Going to Nellore to Vellore.,నెల్లూరు నుంచి వేలూరు వెళ్తున్నారు.
Telugu is known as italian of the east.,తెలంగాణను తూర్పు ఇటాలియన్ అని పిలుస్తారు.
Was Tom the one who told you to do that?,టామ్ మీకు అలా చేయమని చెప్పాడా?
I see the dog.,నేను కుక్క చూడటానికి వెళ్తాను.
I've never been to Australia.,నేను ఎప్పుడూ ఆస్ట్రేలియాకు వెళ్ళలేదు.
Please accept my apology.,దయచేసి నా క్షమాపణ అంగీకరించండి.
Father,తండ్రి
Choose one.,ఒకటి ఎంచుకోండి.
It's too painful.,ఇది చాలా బాధాకరమైనది.
I've never been to Australia.,నేను ఆస్ట్రేలియాలో ఎప్పుడూ లేను.
I won't let anybody hurt you.,ఎవరూ మీరు గాయపడిన వీలు కాదు.
You're avoiding me.,మీరు నన్ను తప్పించుకుంటున్నారు.
I don't have a lot of patients.,నాకు చాలా మంది రోగులు లేరు.
We were supposed to tell everyone to leave.,మేము ప్రతి ఒక్కరూ వెళ్ళి చెప్పాలి.
Do you know anybody who speaks five languages?,ఐదు భాషలు మాట్లాడే ఎవరైనా తెలుసా?
I won't always be around.,నేను ఎప్పుడూ చుట్టూ ఉండను.
Was that Tom you were just talking to?,ఆ టామ్ మీరు ఇప్పుడే మాట్లాడుతున్నారా?
The burglar came into the house through this door.,దొంగ ఈ తలుపు ద్వారా ఇంటికి వచ్చింది.
I slept only two hours.,నేను రెండు గంటలు మాత్రమే పడుకున్నాను.
Tom told me that he'd be home on Monday.,టామ్ సోమవారం ఇంటికి వస్తానని చెప్పాడు.
How can I learn Telugu?,నేను తెలంగాణ భాష ఎలా నేర్చుకోవాలి?
He put salt into his cup of coffee by mistake.,అతను పొరపాటున తన కప్పు కాఫీలో ఉప్పు వేశాడు.
I need to go to the bank.,నేను బ్యాంకు వెళ్ళాలి.
They are bound together by common interests.,వారు సాధారణ ప్రయోజనాలతో కట్టుబడి ఉంటారు.
Tom's wicked.,టామ్ యొక్క దుష్ట.
Let's forget it.,ఆ గురించి మర్చిపోతే లెట్.
We think you're right.,మేము మీరు కుడి ఉన్నాయి అనుకుంటున్నాను.
We all want to be liked.,మేము అన్ని ఇష్టపడతారు.
I love comedies.,నేను కామెడీ ఇష్టం.
I forgot my password.,నేను నా పాస్వర్డ్ను మర్చిపోయాను.
I know you hate it.,నేను మీరు ద్వేషం తెలుసు.
I'd forgotten about that.,నేను దాని గురించి మర్చిపోయాను.
"Why don't you leave, Tom?","టామ్, మీరు ఎందుకు వెళ్లరు?"
I didn't think Tom was going to be here.,టామ్ ఇక్కడ ఉంటాడని నేను అనుకోలేదు.
I'm really sorry about what happened.,నేను నిజంగా ఏమి జరిగింది క్షమించండి.
Tom has been managing just fine.,టామ్ బాగానే ఉన్నాడు.
It started as a hobby.,ఇది ఒక అభిరుచిగా ప్రారంభమైంది.
I'm glad to hear you're better.,మీరు బాగా ఉన్నాయని వినడానికి నేను సంతోషంగా ఉన్నాను.
Could you show me this bag?,మీరు ఈ బ్యాగ్ నాకు చూపించగలరా?
We go to school together.,మేము కలిసి పార్టీకి వెళ్తాము.
What do you call this animal in French?,మీరు ఈ జంతువును ఫ్రెంచ్ భాషలో ఏమని పిలుస్తారు?
Tom is always crying.,టామ్ ఎప్పుడూ ఏడుస్తాడు.
Tom and I walk to school together every morning.,నేను మరియు టామ్ ప్రతి ఉదయం కలిసి పాఠశాలకు నడుస్తాము.
Tom said he'll wait.,టామ్ అతను వేచి ఉంటానని చెప్పాడు.
You must get rid of such a habit.,మీరు అలాంటి అలవాటును వదిలించుకోవాలి.
We stayed behind to help Tom.,టామ్‌కు సహాయం చేయడానికి మేము వెనుక ఉండిపోయాము.
This dish is too spicy.,ఈ వంటకం చాలా మసాలా ఉంది.
Tom told me that he was at school.,టోమ్ అతను పాఠశాలలో ఉన్నాడని చెప్పాడు.
singers,గాయకులు
Mary demanded her money back.,మేరీ తన డబ్బును తిరిగి డిమాండ్ చేసింది.
Tom didn't know Mary wanted him to help her.,మేరీ అతనికి సహాయం చేయాలన్న విషయం టామ్కు తెలియదు.
All the children like you.,పిల్లలందరూ మీకు ఇష్టం.
Almost no one thinks that we are sisters.,దాదాపు ఎవరూ మేము సోదరీమణులు అనుకుంటున్నాను.
Tom can't help us today.,టామ్ ఈ రోజు మాకు సహాయం చేయలేడు.
Tom said that he had been busy.,టామ్ తాను బిజీగా ఉన్నానని చెప్పాడు.
That result was predictable.,ఆ ఫలితం able హించదగినది.
Tom asked us not to make any noise.,టామ్ మాకు శబ్దం చేయవద్దని కోరాడు.
I've always known that this would happen someday.,ఇది ఏదో ఒక రోజు జరుగుతుందని నాకు తెలుసు.
I see life differently now.,ఇప్పుడు నేను జీవితాన్ని భిన్నంగా చూస్తున్నాను.
I still love you very much.,నేను ఇప్పటికీ నిన్ను చాలా ప్రేమిస్తున్నాను.
I haven't had this much fun in years.,నేను చాలా సంవత్సరాలుగా చాలా ఆనందించలేదు.
Tom doesn't feel like doing that now.,టామ్ ఇప్పుడు అలా చేస్తున్నట్లు అనిపించదు.
Telugu to hindi translation,తెలుగు నుండి హిందీకి అనువాదం
Do you think Tom saw it?,మీరు టామ్ను చూశారని అనుకుంటున్నారా?
I have nothing to do this afternoon.,నేను ఈ మధ్యాహ్నం ఏమీ లేదు.
The sea gulls are flying low.,సముద్ర తరంగాలు తక్కువ ఎగురుతున్నాయి.
It started as a hobby.,ఇది ఒక అభిరుచిగా ప్రారంభమైంది.
I told Tom to go to the police.,నేను పోలీసులకు వెళ్లమని టామ్కు చెప్పాను.
Native house,స్థానిక ఇల్లు
Give a thief enough rope and he'll hang himself.,ఒక దొంగ తగినంత తాడు ఇవ్వండి మరియు అతను వేలాడదీయబడుతుంది.
I wish she had come last night.,ఆమె గత రాత్రి వచ్చిన ఉంటే నేను అనుకుంటున్నారా.
"You'll be on time, won't you?","మీరు అక్కడ సమయం ఉంటుంది, మీరు కాదు?"
Has Tom cleaned his room yet?,టామ్ తన గదిని ఇంకా శుభ్రం చేశాడా?
I wonder whether or not Tom likes Boston.,టోమ్ బోస్టన్ ఇష్టపడుతుందా లేదా అని నేను ఆశ్చర్యపోతున్నాను.
Tom asked Mary what was wrong.,ఏం తప్పు అని టోమ్ మేరీని అడిగాడు.
Some boys came into the classroom.,కొంతమంది కుర్రాళ్ళు తరగతి గదిలోకి వచ్చారు.
There was a bridge across each river.,ప్రతి నదికి ఒక వంతెన ఉంది.
"Lata Mangeshkar is a legendary Indian playback singer who has sung in over a thousand Hindi films, as well as in various other Indian and foreign languages.","లతా మంగేష్కర్ ఒక పురాణ భారతీయ నేపథ్య గాయని, ఆమె వెయ్యికి పైగా హిందీ చిత్రాలలో, అలాగే అనేక ఇతర భారతీయ మరియు విదేశీ భాషలలో పాడింది."
Everybody jumped into the pool.,అందరూ కొలనులోకి దూకేశారు.
Sai is feeling good,సాయికి మంచి అనుభూతి కలుగుతోంది
Who is your favorite pianist?,మీకు ఇష్టమైన పియానిస్ట్ ఎవరు?
He can touch his nose with his tongue.,అతను తన నాలుకతో ముక్కును తాకగలడు.
don't manipulate me,నన్ను తారుమారు చేయవద్దు
The group was made up of four young men.,ఈ బృందంలో నలుగురు యువకులు ఉన్నారు.
Don't you feel cold?,మీరు చల్లని అనుభూతి?
I think I speak French about as well as Tom does.,నేను టోమ్ గురించి ఫ్రెంచ్ మాట్లాడతాను.
They took Tom to the hospital to have his stomach pumped because he ate something poisonous.,వారు టామ్ను తన కడుపును పంపుటకు ఆసుపత్రికి తీసుకువెళ్ళారు ఎందుకంటే అతను విషపూరితమైన ఏదో తిన్నాడు.
It's too painful.,ఇది చాలా బాధాకరమైనది.
What would you like to buy your mother for her birthday?,మీరు మీ తల్లి పుట్టినరోజు కోసం ఏమి కొనుగోలు అనుకుంటున్నారా?
That result was predictable.,ఫలితం ఊహించదగ్గది.
Try doing that again.,మళ్ళీ ప్రయత్నించండి.
When are we going to use it?,మేము దానిని ఎప్పుడు ఉపయోగించుకుంటాము?
Tom has an earache.,టామ్కు చెవి ఉంది.
I couldn't eat fish when I was a child.,నేను చిన్నతనంలో చేపలు తినలేను.
I want Tom to read this.,నేను టామ్ ఈ చదవాలని కోరుకుంటున్నాను.
She wrapped her arms around his neck.,ఆమె అతని చేతులు అతని మెడ చుట్టూ చుట్టి.
"Tom is thirteen, but he still believes in Santa.","టామ్ పదమూడు సంవత్సరాలు, కానీ అతను ఇప్పటికీ శాంటా నమ్మకం."
Tom is seldom home.,టామ్ అరుదుగా ఇంట్లో ఉంటాడు.
Will you sing?,మీరు పాడగలరా?
Please write to me when you get there.,మీరు అక్కడ వచ్చినప్పుడు నాకు వ్రాయండి.
It's obsolete.,ఇది ఉపయోగించబడలేదు.
Tom is going to be jealous.,టామ్ అసూయపడతాడు.
Who didn't write his name?,ఎవరు తన పేరు వ్రాయలేదు?
Tom switched off the dryer.,టామ్ డ్రైయర్ను ఆపివేసాడు.
You could invite me.,మీరు నన్ను ఆహ్వానించవచ్చు.
I sat down next to him.,నేను అతని పక్కన కూర్చున్నాను.
I really liked the movie.,నాకు సినిమా నిజంగా నచ్చింది.
I know Tom is talkative.,టామ్ ఒక సంభాషణకర్త అని నాకు తెలుసు.
I'm wasting my time.,నేను నా సమయం వృధా.
It isn't big.,ఇది పెద్దది కాదు.
"You can hear English on Channel 1, and Japanese on Channel 7.",మీరు ఛానల్ 1 లో ఇంగ్లీష్ మరియు ఛానల్ 7 లో జపనీస్ వినవచ్చు.
I didn't get the joke.,నాకు జోక్ రాలేదు.
I didn't swim because it was too cold.,చాలా చల్లగా ఉన్నందున నేను ఈత కొట్టలేదు.
These are the new ones.,ఇవి కొత్తవి.
"If the weather is nice tomorrow, we will have a picnic.","రేపు వాతావరణం బాగుంటే, మేము పిక్నిక్ చేస్తాము."
I think you know what I'm talking about.,నేను ఏమి మాట్లాడుతున్నానో మీకు తెలుసని అనుకుంటున్నాను.
Tom can't even write his own name yet.,టామ్ ఇప్పటికీ తన పేరు కూడా రాయలేడు.
Tom asked Mary some stupid questions that she refused to answer.,టోమ్ మేరీ కొన్ని అమాయక ప్రశ్నలు అడిగారు.
Tom is stuck.,టామ్ చిక్కుకున్నాడు.
playing with fire,నిప్పుతో ఆడుకుంటున్నాడు
The door must not be left open.,తలుపు తెరిచి ఉంచకూడదు.
Tom is our foster son.,టామ్ మా పెంపుడు కొడుకు.
We go fishing together once in a while.,మేము కలిసి ఫిషింగ్ వెళ్తుంది ఏదో ఒక సమయంలో.
Shreya Ghoshal is a very popular and talented Indian playback singer.,"శ్రీయ ఘోషల్ ఒక ప్రముఖ, ప్రతిభావంతులైన భారతీయ నేపథ్య గాయకుడు."
I know you're afraid of heights.,మీరు ఎత్తు భయపడ్డారు ఉన్నాయి తెలుసు.
"You can pretend to be serious, but you can't pretend to be funny.","మీరు తీవ్రమైన నటిస్తారు, కానీ మీరు ఫన్నీ నటిస్తారు కాదు."
That pen is more expensive than this one.,ఆ పెన్ ఈ కంటే ఖరీదైనది.
Krishna tells the Pandavas about the cruelty of Duryodhana.,కృష్ణుడు దురుయోధన క్రూరత్వం గురించి పాండవులకు చెప్పాడు.
The worst is behind us.,చెత్త మాకు వెనుక ఉంది.
Tom said that he felt cold.,టోమ్ తనను తాను చల్లగా భావించాడు.
You should marry Tom.,మీరు టామ్ను వివాహం చేసుకోవాలి.
Tom and I are planning on getting married on October 20th.,టామ్ మరియు నేను అక్టోబర్ 20 న వివాహం చేసుకోవాలని ప్లాన్ చేస్తున్నాము.
It soon began to rain very hard.,త్వరలోనే భారీ వర్షం కురిపించింది.
Tom can't help us today.,టోమ్ ఈ రోజు మాకు సహాయం చేయలేడు.
"I am planning to visit Kyoto, and Nara as well.","నేను కియోటో సందర్శించడం ఆలోచిస్తున్నాను, మరియు కూడా నారా."
My house is on the outskirts of town.,నా ఇల్లు పట్టణం శివార్లలో ఉంది.
Tom told me I was mistaken.,నేను తప్పు చేశానని టామ్ నాకు చెప్పాడు.
I forgot to lock the front door.,నేను ముందు తలుపు లాక్ మర్చిపోయాను.
Did you really dream about me?,మీరు నిజంగా నా గురించి కలలు కంటున్నారా?
You're an excellent writer.,మీరు అద్భుతమైన రచయిత.
Tom knew that Mary was awake.,మేరీ మేల్కొని ఉన్నాడని టామ్ కి తెలుసు.
The waiter came over to take away Tom's empty plate.,టామ్ యొక్క ఖాళీ ప్లేట్ తీసివేయడానికి వెయిటర్ వచ్చాడు.
Cricket player from Chennai,చెన్నైకి చెందిన క్రికెట్ ప్లేయర్
It's here.,ఇది ఉంది.
I wonder if Tom would really do something like that.,టామ్ నిజంగా అలా చేస్తుందా అని నేను ఆశ్చర్యపోతున్నాను.
I ran to school.,నేను బడికి పరిగెత్తాను.
"I admit, I'm not the tidiest person in the world.","నేను అంగీకరిస్తున్నాను, నేను ప్రపంచంలో చక్కని వ్యక్తిని కాదు."
We know what to expect.,ఏమి ఆశించాలో మాకు తెలుసు.
It's doubtful that anything will grow here.,ఇక్కడ ఏదో పెరుగుతుందని ఎటువంటి సందేహం లేదు.
The time will come when she'll regret it.,ఆమె దానిని చింతిస్తుంది.
Tom wants to play tennis with Mary.,టోమ్ మేరీతో టెన్నిస్ ఆడాలనుకుంటాడు.
Tom was one of my better students.,టామ్ నా మంచి విద్యార్థులలో ఒకడు.
The librarian looked quite sick.,లైబ్రేరియన్ చాలా అనారోగ్యంగా కనిపించాడు.
To lose face means to be humiliated.,ముఖం కోల్పోవడం అవమానంగా ఉంటుంది.
We've been looking for you everywhere.,మేము మీరు ప్రతిచోటా వెతుకుతున్న చేశారు.
Tom wasn't working for me.,టోమ్ నా కోసం పని చేయలేదు.
Tom works at a nearby restaurant.,టామ్ సమీపంలోని రెస్టారెంట్‌లో పనిచేస్తాడు.
forgot,మర్చిపోయాను
Tom can't answer.,టామ్ సమాధానం చెప్పలేడు.
You must clear the table.,మీరు పట్టికను క్లియర్ చేయాలి.
The police can't stop this.,పోలీసులు దానిని ఆపలేరు.
My aunt had three kids.,నా అత్తకు ముగ్గురు పిల్లలు ఉన్నారు.
King loves forestation.,రాజుకు అడవులు అంటే చాలా ఇష్టం
I don't think that Tom is ever going to get married.,టామ్ ఎప్పుడూ పెళ్లి చేసుకోబోతున్నాడని నేను అనుకోను.
Make sure to back up all your files.,మీ అన్ని ఫైల్‌లను బ్యాకప్ చేయాలని నిర్ధారించుకోండి.
I will win the game next time.,నేను తదుపరిసారి ఆట గెలవను.
I haven't had this much fun in years.,నేను సంవత్సరాలలో చాలా ఆనందించలేదు.
telugu grammer,ఆంగ్ల వ్యాకరణం
Hot climate,వేడి వాతావరణం
She knows nothing about your family.,ఆమె మీ కుటుంబం గురించి ఏమీ తెలుసు.
Tom said Mary was quite heavy.,టామ్ మేరీ చాలా బరువుగా ఉన్నాడు.
I suppose you'll be studying all day tomorrow.,రేపు మీరు రోజంతా చదువుతున్నారని అనుకుందాం.
I wonder if Tom has ever been to Boston.,టామ్ ఎప్పుడైనా బోస్టన్ వెళ్లినా అని నేను ఆశ్చర్యపోతున్నాను.
There is probably an easy solution to the problem.,సమస్యకు సులభమైన పరిష్కారం బహుశా ఉంది.
I'd like to ask you for some advice.,నేను మీరు కొన్ని సలహా అడగండి అనుకుంటున్నారా.
I know the boy.,నాకు అబ్బాయి తెలుసు.
Let's forget it.,దాన్ని మరచిపోదాం.
I don't remember mailing the letter.,నేను ఒక లేఖ పంపడం గుర్తు లేదు.
Tom is walking in college premises.,టామ్ కాలేజీ ఆవరణలో నడుస్తున్నాడు.
We have don't get many opportunities to speak French.,ఫ్రెంచ్ మాట్లాడటానికి మాకు చాలా అవకాశాలు రాలేదు.
I have had quite enough of his jokes.,నేను అతని జోకులు చాలా ఉన్నాయి.
Please tell us what happened.,దయచేసి ఏమి జరిగిందో మాకు చెప్పండి.
Let us tell you why we came.,మేము ఇక్కడ ఎందుకు ఉన్నాము మీరు చెప్పండి.
I've fixed the radio for him.,నేను అతని కోసం రేడియోను పరిష్కరించాను.
Could you tell me where Tom is?,మీరు నాకు టామ్ ఎక్కడ ఉన్నాడో చెప్పగలరా?
You can't take it with you.,మీరు మీతో తీసుకెళ్లలేరు.
You always said you wanted to become a teacher.,మీరు ఒక ఉపాధ్యాయుడు కావాలని ఎప్పుడూ చెప్పలేదు.
Tom is a schemer.,టామ్ ఒక ప్లాన్ చేసేవారిని.
Remember what we spoke about yesterday.,మేము నిన్న గురించి మాట్లాడిన గుర్తుంచుకో.
I'm quite lazy.,నేను చాలా నిబద్ధతగా ఉన్నాను.
You can't take it with you.,మీరు దానిని మీతో తీసుకోలేరు.
Tom told Mary to tell the truth.,టోమ్ మేరీకి నిజం చెప్పమని చెప్పాడు.
Let's not fool ourselves.,మనల్ని మోసం చేద్దాం.
We're thinking about putting our house up for sale.,మేము మా ఇంటిని అమ్మకానికి పెట్టడం గురించి ఆలోచిస్తున్నాము.
"During the break, I went to look for Tom in the lobby.","విరామ సమయంలో, నేను లాబీలో టామ్ కోసం వెతకడానికి వెళ్ళాను."
School begins in April.,పాఠశాల ఏప్రిల్‌లో ప్రారంభమవుతుంది.
Tom couldn't wait until the weekend.,టామ్ వారాంతం వరకు వేచి ఉండలేకపోయాడు.
Proud to be an Indian.,భారతీయుడిగా గర్విస్తున్నాను.
They say that Isabela died.,ఇసాబెలా మరణించాడని వారు అంటున్నారు.
"I couldn't sleep last night, so I decided to watch a horror movie.","నేను గత రాత్రి నిద్రపోలేను, కాబట్టి నేను హర్రర్ సినిమా చూడాలని నిర్ణయించుకున్నాను."
He will be back soon.,అతను త్వరలో తిరిగి వస్తాడు.
What do you call this animal in French?,మీరు ఫ్రెంచ్ లో ఈ జంతువు పేరు ఏమిటి?
I want Tom to read this.,టామ్ దీన్ని చదవాలని నేను కోరుకుంటున్నాను.
Please show me how to do that.,దయచేసి దీన్ని ఎలా చేయాలో నాకు చూపించండి.
Tom has an earache.,టామ్‌కు చెవి ఉంది.
Everybody knew that she was being pushy.,ఆమె ఒత్తిడితో మారుతోంది అందరికీ తెలుసు.
I don't know Malayalam.,నాకు మలయాళం రాదు.
I have no money with me.,నా దగ్గర డబ్బు లేదు.
The poor girl went blind.,పేద అమ్మాయి బ్లైండ్ ఉంది.
They'll kill me.,వారు నన్ను చంపుతారు.
Does that window open?,ఆ విండో తెరుచుకుంటుంది?
